1.179899999999999949e+02,1.807500000000000000e+02,8.367000000000000171e+01,1.389999999999999902e+00,4.125000000000000000e+01,1.409999999999999964e+01,1.559300000000000068e+02,2.245099999999999909e+02,1.122399999999999949e+02,6.278999999999999915e+01,3.321999999999999886e+01,1.320600000000000023e+02,1.429199999999999875e+02,1.889600000000000080e+02,8.756000000000000227e+01,2.087100000000000080e+02,2.260099999999999909e+02,2.375500000000000114e+02,2.175500000000000114e+02,1.561100000000000136e+02,5.164999999999999858e+01,9.385999999999999943e+01,1.313199999999999932e+02,9.989000000000000057e+01,2.059399999999999977e+02,5.359000000000000341e+01,1.542400000000000091e+02,1.904799999999999898e+02,2.364099999999999966e+02,1.202000000000000028e+02,1.602500000000000000e+02,4.035000000000000142e+01,4.542999999999999972e+01,3.609000000000000341e+01,1.177999999999999936e+01,2.412800000000000011e+02,7.762000000000000455e+01,1.304300000000000068e+02,4.539999999999999858e+01,3.377000000000000313e+01,1.934799999999999898e+02,1.958100000000000023e+02,9.600000000000000000e+01,1.396200000000000045e+02,1.924600000000000080e+02,2.535699999999999932e+02,1.403000000000000114e+02,1.645800000000000125e+02,1.343600000000000136e+02,1.067300000000000040e+02
7.546999999999999886e+01,3.874000000000000199e+01,2.516599999999999966e+02,2.004399999999999977e+02,7.504999999999999716e+01,2.359199999999999875e+02,4.043999999999999773e+01,8.068999999999999773e+01,1.642999999999999972e+01,2.807999999999999829e+01,6.515999999999999659e+01,2.228400000000000034e+02,1.157699999999999960e+02,9.654000000000000625e+01,1.330099999999999909e+02,1.722599999999999909e+02,9.557999999999999829e+01,1.226599999999999966e+02,2.184499999999999886e+02,3.062999999999999901e+01,1.897599999999999909e+02,4.367999999999999972e+01,1.980999999999999872e+01,2.359399999999999977e+02,1.181800000000000068e+02,2.946999999999999886e+01,1.844000000000000057e+02,1.415399999999999920e+02,1.220999999999999943e+02,7.298999999999999488e+01,1.185999999999999943e+01,1.418700000000000045e+02,3.379999999999999716e+01,5.500000000000000444e-01,2.167500000000000000e+02,1.404099999999999966e+02,1.123700000000000045e+02,9.199999999999999289e+00,5.125999999999999801e+01,2.063600000000000136e+02,8.537000000000000455e+01,2.498000000000000114e+02,1.443700000000000045e+02,1.540000000000000000e+02,5.080000000000000071e+00,1.092600000000000051e+02,2.034000000000000057e+02,1.394399999999999977e+02,1.117699999999999960e+02,7.940999999999999659e+01
3.893999999999999773e+01,2.521999999999999886e+01,6.659999999999999432e+01,1.668700000000000045e+02,5.663000000000000256e+01,3.956000000000000227e+01,1.988700000000000045e+02,2.293600000000000136e+02,4.868999999999999773e+01,1.010000000000000009e+00,1.095699999999999932e+02,2.567000000000000171e+01,9.751999999999999602e+01,1.363199999999999932e+02,1.157800000000000011e+02,2.389499999999999886e+02,1.005100000000000051e+02,9.106999999999999318e+01,2.187700000000000102e+02,2.039000000000000057e+02,9.114000000000000057e+01,1.867199999999999989e+02,1.816500000000000057e+02,3.475999999999999801e+01,1.693899999999999864e+02,2.170699999999999932e+02,6.610000000000000320e+00,1.385800000000000125e+02,0.000000000000000000e+00,7.698999999999999488e+01,2.327100000000000080e+02,9.773000000000000398e+01,1.933499999999999943e+02,1.780500000000000114e+02,3.484000000000000341e+01,1.939300000000000068e+02,5.813000000000000256e+01,1.855699999999999932e+02,2.316899999999999977e+02,1.824600000000000080e+02,2.327800000000000011e+02,1.927800000000000011e+02,1.271400000000000006e+02,2.341200000000000045e+02,1.166099999999999994e+02,1.236099999999999994e+02,1.470600000000000023e+02,2.543300000000000125e+02,1.675999999999999943e+02,4.947999999999999687e+01
2.094000000000000057e+02,1.993100000000000023e+02,2.494600000000000080e+02,2.316999999999999886e+02,2.196800000000000068e+02,1.698000000000000043e+01,7.426000000000000512e+01,5.189999999999999858e+01,2.207400000000000091e+02,1.537599999999999909e+02,1.511999999999999886e+02,2.206200000000000045e+02,2.279999999999999805e+00,1.108000000000000007e+01,8.870999999999999375e+01,2.113799999999999955e+02,1.585500000000000114e+02,2.171000000000000085e+01,1.693600000000000136e+02,2.412299999999999898e+02,7.640000000000000568e+01,1.798300000000000125e+02,2.239099999999999966e+02,2.186500000000000057e+02,2.801000000000000156e+01,2.208999999999999986e+01,1.881699999999999875e+02,1.519099999999999966e+02,6.620999999999999375e+01,1.521200000000000045e+02,1.447800000000000011e+02,3.071999999999999886e+01,1.162600000000000051e+02,8.240000000000000213e+00,2.229900000000000091e+02,2.333199999999999932e+02,1.693799999999999955e+02,1.072000000000000028e+02,2.526999999999999957e+01,1.720800000000000125e+02,1.904600000000000080e+02,1.094800000000000040e+02,1.787999999999999901e+01,2.510399999999999920e+02,1.177999999999999972e+02,2.273700000000000045e+02,1.098400000000000034e+02,1.623499999999999943e+02,4.429999999999999716e+01,1.199300000000000068e+02
1.209399999999999977e+02,1.173100000000000023e+02,1.708799999999999955e+02,1.623000000000000043e+01,1.842299999999999898e+02,8.545999999999999375e+01,7.120000000000000107e+00,2.101999999999999957e+01,8.259999999999999432e+01,1.809099999999999966e+02,1.019800000000000040e+02,2.501100000000000136e+02,7.131999999999999318e+01,1.146599999999999966e+02,2.226699999999999875e+02,1.693899999999999864e+02,6.814000000000000057e+01,2.569999999999999929e+01,1.665099999999999909e+02,1.302899999999999920e+02,2.293100000000000023e+02,1.655999999999999943e+02,9.285999999999999943e+01,1.983100000000000023e+02,1.044200000000000017e+02,1.561299999999999955e+02,1.823199999999999932e+02,2.470600000000000023e+02,1.443999999999999950e+01,5.535000000000000142e+01,8.667000000000000171e+01,2.363799999999999955e+02,5.940999999999999659e+01,5.986999999999999744e+01,2.446100000000000136e+02,2.078600000000000136e+02,1.252600000000000051e+02,4.935999999999999943e+01,1.445300000000000011e+02,1.771800000000000068e+02,5.346000000000000085e+01,2.470999999999999943e+02,2.131599999999999966e+02,2.392700000000000102e+02,8.248999999999999488e+01,1.057500000000000000e+02,2.751000000000000156e+01,9.190000000000000568e+01,8.398000000000000398e+01,1.047099999999999937e+02
1.658100000000000023e+02,7.451999999999999602e+01,1.178499999999999943e+02,1.571100000000000136e+02,1.831399999999999864e+02,2.167100000000000080e+02,1.490699999999999932e+02,2.385000000000000000e+02,2.260000000000000142e+01,2.587999999999999901e+01,1.432899999999999920e+02,5.325000000000000000e+01,1.061299999999999955e+02,2.526299999999999955e+02,2.497199999999999989e+02,6.454999999999999716e+01,1.522400000000000091e+02,5.492999999999999972e+01,1.160799999999999983e+02,1.159800000000000040e+02,2.033000000000000114e+02,8.915000000000000568e+01,1.839600000000000080e+02,3.422999999999999687e+01,1.135199999999999960e+02,9.387999999999999545e+01,2.543100000000000023e+02,4.014000000000000057e+01,1.529399999999999977e+02,2.334099999999999966e+02,4.100999999999999801e+01,6.109000000000000341e+01,3.822999999999999687e+01,1.158599999999999994e+02,2.051299999999999955e+02,1.250000000000000000e+02,1.326800000000000068e+02,1.670800000000000125e+02,1.587199999999999989e+02,1.878799999999999955e+02,2.198600000000000136e+02,2.542599999999999909e+02,1.931299999999999955e+02,1.463400000000000034e+02,7.448999999999999488e+01,1.372400000000000091e+02,6.274000000000000199e+01,1.757599999999999909e+02,2.036699999999999875e+02,1.528199999999999932e+02
1.120199999999999960e+02,1.622500000000000000e+02,1.287199999999999989e+02,1.225499999999999972e+02,1.017999999999999972e+01,1.448899999999999864e+02,1.454300000000000068e+02,1.956800000000000068e+02,2.007299999999999898e+02,4.463000000000000256e+01,1.337199999999999989e+02,7.262000000000000455e+01,4.659000000000000341e+01,8.478000000000000114e+01,1.772899999999999920e+02,2.194900000000000091e+02,1.424900000000000091e+02,0.000000000000000000e+00,2.287000000000000099e+01,1.151800000000000068e+02,1.384600000000000080e+02,2.169699999999999989e+02,1.689799999999999898e+02,7.818000000000000682e+01,1.252999999999999936e+01,2.172500000000000000e+02,1.810000000000000053e+00,2.226100000000000136e+02,1.801299999999999955e+02,2.540300000000000011e+02,2.432599999999999909e+02,8.839000000000000057e+01,1.936800000000000068e+02,1.802599999999999909e+02,2.498799999999999955e+02,5.810999999999999943e+01,1.661899999999999977e+02,1.458300000000000125e+02,2.015300000000000011e+02,2.018400000000000034e+02,1.578199999999999932e+02,5.596000000000000085e+01,1.427899999999999920e+02,2.237000000000000099e+01,7.953000000000000114e+01,4.678000000000000114e+01,1.178400000000000034e+02,1.220100000000000051e+02,6.631999999999999318e+01,3.710000000000000142e+01
6.220000000000000284e+01,1.102900000000000063e+02,1.877500000000000000e+02,1.490000000000000000e+02,1.968300000000000125e+02,7.628000000000000114e+01,1.120199999999999960e+02,1.405900000000000034e+02,7.771999999999999886e+01,7.643999999999999773e+01,2.352299999999999898e+02,1.324399999999999977e+02,2.461899999999999977e+02,2.176500000000000057e+02,1.355699999999999932e+02,2.340399999999999920e+02,1.710200000000000102e+02,1.211500000000000057e+02,1.585900000000000034e+02,2.055999999999999872e+01,2.546000000000000085e+01,1.963400000000000034e+02,5.519999999999999574e+00,5.742000000000000171e+01,1.655000000000000071e+01,1.105100000000000051e+02,1.473499999999999943e+02,9.006999999999999318e+01,1.975000000000000000e+01,7.207999999999999829e+01,1.804300000000000068e+02,2.444600000000000080e+02,1.006700000000000017e+02,2.020800000000000125e+02,2.392400000000000091e+02,2.235000000000000142e+01,2.224799999999999898e+02,1.938899999999999864e+02,1.372899999999999920e+02,1.887100000000000080e+02,1.519600000000000080e+02,1.508999999999999986e+01,1.886500000000000057e+02,8.823000000000000398e+01,2.535200000000000102e+02,7.181999999999999318e+01,2.549199999999999875e+02,1.611599999999999966e+02,2.301800000000000068e+02,1.856999999999999886e+02
2.076399999999999864e+02,1.204399999999999977e+02,2.437999999999999901e+01,4.030000000000000249e+00,1.069000000000000057e+02,8.665000000000000568e+01,1.594199999999999875e+02,1.332199999999999989e+02,8.903000000000000114e+01,2.374000000000000057e+02,1.972800000000000011e+02,4.253999999999999915e+01,2.410000000000000000e+02,1.387500000000000000e+02,1.227300000000000040e+02,2.553000000000000114e+01,1.582100000000000080e+02,9.168999999999999773e+01,1.871000000000000085e+01,8.550000000000000000e+01,2.192000000000000171e+01,1.730000000000000000e+02,2.008199999999999932e+02,7.250000000000000000e+01,5.629999999999999893e+00,1.386899999999999977e+02,2.102800000000000011e+02,1.623499999999999943e+02,5.760999999999999943e+01,2.043899999999999864e+02,1.567800000000000011e+02,1.874900000000000091e+02,1.200400000000000063e+02,1.990399999999999920e+02,2.420200000000000102e+02,1.736299999999999955e+02,9.462999999999999545e+01,1.425900000000000034e+02,2.172800000000000011e+02,2.447199999999999989e+02,1.591599999999999966e+02,8.618999999999999773e+01,1.102699999999999960e+02,6.046999999999999886e+01,1.342899999999999920e+02,5.174000000000000199e+01,5.765999999999999659e+01,1.448499999999999943e+02,1.095900000000000034e+02,1.142699999999999960e+02
5.279999999999999716e+01,2.466299999999999955e+02,1.898999999999999844e+01,1.238100000000000023e+02,9.039000000000000057e+01,8.384999999999999432e+01,2.812000000000000099e+01,1.730399999999999920e+02,1.841599999999999966e+02,1.648100000000000023e+02,2.269000000000000128e+01,1.461899999999999977e+02,5.452000000000000313e+01,4.353999999999999915e+01,1.427599999999999909e+02,8.501999999999999602e+01,1.256099999999999994e+02,3.984000000000000341e+01,1.786899999999999977e+02,2.035300000000000011e+02,2.905999999999999872e+01,1.942700000000000102e+02,2.334699999999999989e+02,7.870999999999999375e+01,1.930999999999999943e+02,1.859000000000000057e+02,2.180000000000000071e+01,1.231800000000000068e+02,7.909999999999999432e+01,2.128499999999999943e+02,1.602899999999999920e+02,1.358600000000000136e+02,2.546999999999999886e+02,2.310800000000000125e+02,8.682999999999999829e+01,1.935900000000000034e+02,4.253999999999999915e+01,1.239500000000000028e+02,1.655099999999999909e+02,8.660999999999999943e+01,9.078000000000000114e+01,5.567000000000000171e+01,2.538600000000000136e+02,1.447400000000000091e+02,1.869600000000000080e+02,2.272599999999999909e+02,9.730000000000000426e+00,1.152999999999999972e+02,2.418600000000000136e+02,1.524900000000000091e+02
